iter,source_file,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99
14,2025-10-01 10:44:14,executed,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0,12.0,25.0,25.0,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0,42.0,34.0,23.0,18.0,31.0,50.0,50.0,42.0,25.0,50.0,25.0,25.0,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0
14,2025-10-01 10:49:09,proposed,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0,12.0,25.0,25.0,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0
15,2025-10-01 10:49:09,executed,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0,12.0,25.0,25.0,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0
15,2025-10-01 10:52:59,proposed,50.0,2.0,3.0,43.0,31.0,39.0,31.0,43.0,31.0,39.0,31.0,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0
16,2025-10-01 10:52:59,executed,50.0,2.0,3.0,43.0,31.0,39.0,31.0,43.0,31.0,39.0,31.0,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0
16,2025-10-01 10:56:50,proposed,49.0,50.0,2.0,3.0,43.0,48.0,48.0,50.0,2.0,3.0,43.0,31.0,39.0,31.0,43.0,31.0,39.0,31.0,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0
17,2025-10-01 10:56:50,executed,49.0,50.0,2.0,3.0,43.0,48.0,48.0,50.0,2.0,3.0,43.0,31.0,39.0,31.0,43.0,31.0,39.0,31.0,50.0,50.0,42.0,34.0,23.0,19.0,31.0,48.0,42.0,34.0,23.0,19.0,31.0,48.0,48.0,42.0,25.0,50.0,42.0,34.0,5.0,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0
17,2025-10-01 10:58:33,proposed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2025-10-01 10:58:33,executed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2025-10-01 11:00:19,proposed,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
19,2025-10-01 11:00:19,executed,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0,2025-10-02 01:20:08,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 01:20:08,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 02:12:10,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 02:12:27,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
0,2025-10-02 02:18:06,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 02:18:07,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 02:18:24,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 02:19:00,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 02:19:18,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 09:36:34,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 09:38:02,proposed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-37.58870266666667,-24.631490041666666,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,25.44230954166667,27.9339445,25.758873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 09:38:02,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-37.58870266666667,-24.631490041666666,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,25.44230954166667,27.9339445,25.758873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 09:39:04,proposed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-40.58870266666667,-26.531490041666665,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,27.44230954166667,30.1339445,27.758873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,13.972539124999994,19.055942
3,2025-10-02 09:39:04,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-40.58870266666667,-26.531490041666665,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,27.44230954166667,30.1339445,27.758873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,13.972539124999994,19.055942
3,2025-10-02 09:40:26,proposed,9.0,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-43.78870266666667,-28.631490041666666,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,29.54230954166667,32.5339445,29.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-21.73634025,-27.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,15.072539124999993
4,2025-10-02 09:40:27,executed,9.0,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-43.78870266666667,-28.631490041666666,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,29.54230954166667,32.5339445,29.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-21.73634025,-27.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,15.072539124999993
5,2025-10-02 09:40:48,executed,9.0,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-43.78870266666667,-28.631490041666666,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,29.54230954166667,32.5339445,29.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-21.73634025,-27.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,15.072539124999993
6,2025-10-02 09:41:12,executed,9.0,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-128.80754075,-131.11332308333334,-121.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-43.78870266666667,-28.631490041666666,-26.605025,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,29.54230954166667,32.5339445,29.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-21.73634025,-27.04274445833334,-22.277286,-13.18143487499999,1.004379083333352,15.072539124999993
0,2025-10-02 09:53:45,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 09:53:46,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-02 09:54:40,proposed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-129.30754075,-131.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,112.093159,129.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,21.75688025,17.20485875,1.4130381249999968,-37.58870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,27.9339445,25.858873625,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-23.977286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 09:54:40,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-129.30754075,-131.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,112.093159,129.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,21.75688025,17.20485875,1.4130381249999968,-37.58870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,27.9339445,25.858873625,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-23.977286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
2,2025-10-02 09:55:47,proposed,70.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-119.99670666666667,-134.30754075,-136.11332308333334,-122.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,117.093159,134.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,23.45688025,17.20485875,1.4130381249999968,-40.58870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,27.9339445,30.1339445,30.1339445,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-23.977286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
3,2025-10-02 09:55:47,executed,70.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-119.99670666666667,-134.30754075,-136.11332308333334,-122.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,117.093159,134.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,23.45688025,17.20485875,1.4130381249999968,-40.58870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,27.9339445,30.1339445,30.1339445,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-25.04274445833334,-23.977286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
3,2025-10-02 09:56:55,proposed,70.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-119.99670666666667,-134.30754075,-136.11332308333334,-122.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,117.093159,134.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,24.95688025,17.20485875,1.4130381249999968,-43.58870266666667,-22.831490041666665,-26.205025000000003,-26.044808875,-15.105277666666668,0.2912057500000098,14.848748916666668,25.14230954166667,29.9339445,32.1339445,32.1339445,14.545474749999983,2.1341799999999997,-12.365962875,-21.136340250000007,-27.04274445833334,-25.477286,-13.18143487499999,1.004379083333352,12.972539124999994,18.655942
4,2025-10-02 09:56:55,executed,70.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-119.99670666666667,-134.30754075,-136.11332308333334,-122.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,117.093159,134.40874000000002,122.21620758333331,101.14084100000001,77.724505,19.196539,24.95688025,17.20485875,1.4130381249999968,-43.58870266666667,-22.831490041666665,-26.205025000000003,-26.044808875,-15.105277666666668,0.2912057500000098,14.848748916666668,25.14230954166667,29.9339445,32.1339445,32.1339445,14.545474749999983,2.1341799999999997,-12.365962875,-21.136340250000007,-27.04274445833334,-25.477286,-13.18143487499999,1.004379083333352,12.972539124999994,18.655942
4,2025-10-02 09:57:53,proposed,70.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-119.99670666666667,-138.30754075,-140.11332308333334,-122.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,121.093159,138.40874,122.21620758333331,101.14084100000001,77.724505,19.196539,24.95688025,17.20485875,1.4130381249999968,-46.08870266666667,-22.831490041666665,-26.205025000000003,-26.044808875,-15.105277666666668,0.2912057500000098,14.848748916666668,27.04230954166667,31.9339445,34.6339445,34.6339445,14.545474749999983,2.1341799999999997,-12.365962875,-21.136340250000007,-29.04274445833334,-25.477286,-13.18143487499999,1.004379083333352,12.972539124999994,18.655942
